review,character_count,label
Product quality Supper. packaging also good. Recommended.... Chaile nite paren.,79,1
Packaging and delivery process khuv valo chilo,46,1
Daraz is a platform for selling fakes.,38,0
"baje product, fena ekebarei kom hoy,",36,0
This product is the worst among all.,36,0
"I have been using it for a long time, a good face wash for boys. 👍",66,1
Ami amar taka ferot chai shighro.,33,0
packaging delivery time sob vhalo chelo ekhon o use kora hoi ne,63,0
Daraz lost its charm.,21,0
"valo chilo, kintu ektu kharap mone holo",39,1
"Shobkichu thik chilo, shudhu ekta choto jinish missing. Kintu shetai to main chilo!",83,0
Daraz ke bolbo ei seller er against e action nite.,50,0
"86 tk diye kinechi, on time delivery peyechi. quality wheel theke ektu down, smell good",87,1
thank you sir.ato sundor akta review deor jonno,47,1
sob kicu Thikthak... but use korar por bujha jabe kemon,55,0
Original na jene order korai amar sobcheye boro vul chilo.,58,0
"pkg chhera chilo!! redx delivery man boro beshir bhag e boro jhamelar. cod zero thakay sujog peyeche. baro bhab koreche, 100tk extra dite bollo. onek chitschere kotha bollo. force e taka diye parcel nilam. daraz e complaint dite gelam bt auto message. delivery experience khub baje chilo 😤",289,0
kajol stay power 12+ hours!! smudge hoy nai at all. mind blowing,64,1
products 100% valo sobai Nita paren,35,1
"Ami Daraz er Gold customer, kintu erokom experience first time.",63,1
"bro 1st time daraz theke kinlam, experience khub smooth. will buy again inshallah",81,1
"Charging port ta loos chilo, charge hoy na thik moto. Defective product.",72,0
Product ta ato choto je chobi te bujhte pari nai.,49,0
"Amar order notun chilo, kintu used item.",40,0
"Awesome product,  thanks daraz &seller also.",44,1
thank you sir ato sundor akta review deor jonno,47,1
Alhamdulillah price onujayi thik ache.... 1 week use kore review dilam,70,1
Jibone r Daraz er name nibo na.,31,0
nicely delivered. regular kini. market theke kome pawa jai. quality ok.,71,1
Kono din Daraz theke r shopping korbo na.,41,0
"Amar shomoy, taka, energy shob waste.",37,0
"At this price, it’s delivering the maximum possible performance. Expecting anything more in this budget would be unrealistic. However, I can confidently say that in this price range, it’s several times better than the earbuds offered by other brands.",250,1
Very good and useful product,28,1
onk khrp oviggota,17,0
Daraz er uchit seller der QC kora.,34,0
"vai 1st tai eto valo ekta product dilen r ekhon eto baje ekta product dilen,kaj ta thik koren nai vai",101,1
"perfect
210-230 tk lage dukane... 
120 tk porse vlo...🔥🔥",56,1
fruits set tar price ektu beshi quality onujai...,49,0
packaging valo chilo. kintu coil gulo valo na. valo kore jole na.,65,0
Ei taka diye ami onno kichu kinle aro bhalo hoto. Regret korchi.,64,0
"product bhalo
but 3 ghontar moto backup dai
er bashi dile bhalo hoito🙃",70,0
"Rong chobi te light chilo, esheche dark.",40,0
Great for oily skin.,20,1
Warranty? Ki jinish ei seller jane na.,38,0
Didn't know Daraz sells such garbage.,37,0
baje.,5,0
Ei product ta kenar theke taka donate kora bhalo chilo.,55,0
"girlfriend ke gift korchi, she khushi alhamdulillah.",52,1
CS shudhu automated reply dey.vulval kajkm shb,46,1
jacket ta dekhte exactly pic er moto!! warm o boro. winter perfect,66,1
"My Baby likes it..
Get the same color which I ordered. Quality Not Bad

Recommend 👍",83,1
alhamdulillah valo product diche. sby nite paren.,49,1
Ami order korci black colour ar dica green colour ata Amar akdom Valo lagani but product Valo apnara caila nita paren,117,0
Original er name e ekdom sosta jinish diyeche.,46,0
Keu kinben na eta. Totally trash.,33,0
door mat size description theke chhoto ashlo. misleading listing,64,0
purai faltu!! copy prod dhoriye diyeche. vitore jel khub patla 🤬,64,0
polo shirt er collar already bend hoye gece. ekdom low quality,62,0
Colour fade hoye geche 1 week e.,32,0
"ebar use kore dekha jak kmn, valo hole next time abar order korbo",65,1
onek onek valo sobai nite paren  onek valo jinis,48,1
"2nd bar order korlam. prod authentic, no vejo, authorized dealer theke ashe. 107tk kore porche. prod alhamdulillah meyad o onek. shomosha shudhu poriman ektu kom mone hoy 😑",172,0
Onek balo products pelam,24,1
"Daraz er support staff ra shudhu golpo kore, kaj kichu kore na.",63,0
"Seller rude, complaint korle shune na.",38,0
fast delivery and product original and packaging tao valo korse,63,1
"valoi, kharap na.",17,1
motamuti valoi ache🙂,20,1
thank you sir.ato sundor akta review deor jonno,47,1
"ekhon o babohaar kora hoy ni, tobe valo mone hochhe.",52,1
akdom sera akta product 😍 packet mullo 130 tk ar amra paisi 79 takai aita onk vlo hoisa onk happy ami tnq daraz,111,1
"price ta boro misleading!! daraz e 399tk dekhiye kinlam, deliver er pore invoice e 580tk!! hidden charge kothay theke ashlo??",125,0
thanks daraz,12,1
Kintu ami chai shbai januk koto khrp ei product.,48,0
faltu product!! waste of money,30,0
"Age 500 gm er ta nisilam. Vlo dekhe aiber 1 kg ta nilam. 
Alhamdulillah vlo",75,1
pkg khula korte giye dekhsi already used!! second hand mal pathiyeche. purai fraud seller,89,0
Amar ei product er review Daraz publish korbe na jani.,54,0
Bhalo review shob fake. Seller er lokjon.,41,0
"product dekhe mone hocche valo hobe, ebar bebohar kore deki kemon",65,1
its a very good product.  recommended to all.,45,1
product ti jemn ceyechi tik temoni peyechi,42,1
R konodin Daraz theke kichu kinte iccha korbe na.,49,0
5kg nilam bkash payment diye 409tk e!! delivery man faltu. nirdistu tarikher 2 din pore prod peyechi 😒,102,0
Order diyechi kintu paini..aksathe 3 ta order korechi kintu ashche 2 ta..arekta koi..,85,0
dam hisabe valoi mone hosse...98 tk kore porse 1kg,50,1
khubi halka!! ohetukok mone hocche. mon ta kharap holo 😔,56,0
setting spray ta makeup ke hold kore onek! long lasting result 👌,64,1
"2nd time purchase 
product valo silo & delivery o peyesi onk fast 
recommended 💯",80,1
product ta vlo just order korse black parcel asche green 💚,58,1
Amar taka o mood shob spoil.,28,0
"motamuti thik ache bt prob hocche daam chilo 300tk, delivery charge mile 300tk e hoba kothay, amar kach theke 370tk niche!! overcharged, khub dukhkhit 😞",152,0
"Joto review porechilam shobai naki bhalo boleche, amari shudhu kharap porlo.",76,0
"Packaging ekdom choto polythene, kono bubble wrap nai.",54,0
khub kharap vanga ekta light diyechen ki vabe dilen eta 😥😥😥daraz theke kokhono kharap kichu pai ni but apnra eta korchen vanga ta somossa na but light jole na😑,159,0
"eta valo na, amar ta noshto, eka eka disconnect hoye jacche😓😥",61,0
"bhai product dekhte sundor kintu quality te 0/10. plastic er moto feel, money waste",83,0
Battery drain hoy khub taratari. Useless.,41,0
Hathat kaj kora bondho kore dilo. Just 2 days.,46,0
Original Product. Sound bass quality khob valo. soft.,53,1
It's of very good quality. Loved it! Melts makeup very well. The fragrance is also very less and pleasant. The packaging is premium.,132,1
ja order korlam ta painai,25,0
it's really awesome. 6kg order korsilam. packaging khub e valo chilo. minister er eta age use kora hoyni use korle valo vabe review dite partam. tobe amk kono gift deyni🥺🥺🥺,172,1
productTa hatey peyechi khub olpo shomoye. emniteo onek valo mone hocche😊😊,74,1
daamer shathe ponyer maan thik ache.,36,1
"valoi kaj kore, mosha maray, tai dwitiyo baar neoa.",51,1
sound valo tobe size khub choto,31,0
khub baje product!! 100% chalk er maal 😡,40,0
price hisebe motamuti valo.,27,1
cable ta 2 din por thekei problem. bending hoy na properly. cheap material,74,0
very Thank Daraz,16,1
Daraz ar trustworthy na.,24,0
Apnar valo feedback amader khub inspire kore! Amader offer gulo check korte thakun! 🛍️,86,1
offare khubi valo pelam thanks daraz and Sellar men,51,1
khelna gula valo,16,0
same yo same peyechi thank you so much ♥️😍,42,1
thank you price ai price a ato valo ekta product deoyar jonno,61,1
era shob nokol,14,0
khub valo ekta product. kichu din use korlam. sound quality khub valo. apnara chaile nite paren.,96,1
"Camera quality bekar, purai dhosho.",35,0
stuffed animal boro soft r cute!! bachcha onek happy. gift perfect,66,1
valo product..original..dokan theke onk kom price porse,55,1
Minister one wash. valo product. colour gurd baraite hobe.,58,1
Good packaging and authentic products. 😊,40,1
"detergent ta khub bhalo, aageo use korsi onekbar.",49,1
face wash ta valoi. smell o valo. fresh lage,44,1
product khuboi bhalo maner tove bebhechilam kalo coulour dibe,61,1
wow so beautiful i love u so much jan amr sona ta,49,1
4ta product er modhye 2ta damaged condition e peyechi!! open kore check o kore nai seller. pathetic packing 😠,109,0
"valo moto packed chilo product o ok, offer e 90tk per kg te pailam",66,1
Amar mental peace nosto hoye geche ei bepar e.,46,0
skin friendly.. feel refreshing after use.. thnx daraz,54,1
Daraz er ei bepar er jonno consequence hobe.,44,0
good  product... 2nd  time  nilam❤️‍🩹,37,1
"Daraz jodi quality na dekhe, toh ki lav?",40,0
"Giving review after using for 3 weeks. Only had to charge the device once in 3 weeks. At first, with default settings, the bass is quite high. But you can always download the Oraimo audio settings app from their website and change the setting according to your preference. Thanks a lot for the fast delivery as well. Highly recommended! 👍",338,1
soft and good,13,1
ageo niyecilam.ai price a valoi.delivery boy valo cilna.pore avijog koray basay ase diye gece.basay aste raji hoccilona.daraz k thanks.3 dine peye gelam,152,1
product vloi kintu use krar smy hate ektu lage ey jaigata aroektu smooth krle vlo hoto,86,1
"Product er smell kharap, chemical smell.",40,0
mosha thake na.,15,1
ekta baje product!! 3 din er mathai nosto hoye gelo. 300tk er prod ekdom faltu 😡😡😡,82,0
customized chocolate box. whatsapp 01616974851.,47,0
bazarer onyo shob dami coil er cheye ei coilti onek valo.,57,1
"faltu jinish. Mitar taw tamon valo na.
Amr mona hossa use kora mal Disa. Power basi dila komata gila plus lagba🤣🤣",113,0
AlhamduLilah onek valo caile nite paren,39,1
everything okay but smell is not so good as expected,52,0
1st jeta cheyechi seta painai. 2nd jeta diyeche seta o nosto + duplicate!! daam onek beshi niyeche. jinis ta onek kharap. keu kinben na 🚫,137,0
charge kom take onek,20,0
screen quality valo bt battery backup boro bekar. 3 ghanta teo sesh,67,0
Ami ceye silam white colour but dise brown ,43,0
vlo cilo but jta caiclm onnota dicee,36,0
thank you seller.kindly delivery charge ta komai diben,54,1
Perfectly delivered and got well. I am satisfied very much,58,1
"faltu jinis den apnara!! order diyechi 1ta, diyechen anoyta 😡",61,0
Ami toh mone korchilam Daraz trustworthy.,41,1
that is the best product in our low budget.so shopping and enjoy,64,1
sound quality not as good as the one I owned before. bam pasher ta sound onek kom. Left side airpods e chul lege chilo.,119,0
"My money, my mood, everything is ruined.",40,0
charger ta onek fast!! phone 0 to 100 matro 45 min e. satisfied af,66,1
delivery fast peyechi. productTi shompurno okkhoto peyechi. ekta shomoshya dekhaa dicche: sound quality.,104,0
dam onojai valoi product valoi sobai nite paren,47,1
valo mone hoyni!! muk er facewash jemon thake temonta mone hoyni. flash sale e daraz ki kore kam dey ektu hole o bujhte parchhi. apnara online e prod kinben na 😒,161,0
Delivery charge er taka o waste gelo.,37,0
"order disi 3 din age, ekhono 'processing' e ache!! daraz customer care e call disi, kono response nai. total waste of time 😤",124,0
Half working product. Ki kaj korbo eta diye?,44,1
ai tk ty valo.... tobe kom takai valo kicu asa kora jai na,58,1
bluetooth headphone 1side valo 1side nosto!! return ditey chai 😒,64,0
"277 Tk Total Offer Price 
Real Price 390 Tk 3 pcs ..
93 Tk Kore Porche 3 pcs niyechi so free delivery asche .. Sob Miliye Valo Poreche ..
Packaging ok 9/10
Delivery Rider 09/10",176,1
nice 🙂👍 product quality is good apnara nite paren,49,1
"Somoy moto Delivery kora hoyece, product o Valo.",48,1
1 kotai joss priduct onek vlo so nice product,45,1
Amar shomoy o taka duita nosto holo.,36,0
"daam onujayi valoi, kintu ami nibar pore aro daam kome gelo. sabai nite paren💥💥💥",80,1
Seller ra shudhu taka chenche.,30,0
the review of this product is okay and,38,1
"buy now theke select korle shudhu maus order hoy, keyboard boro alada. amra clearly dekhte pacchi apni shudhu maus orderd diyechen. proof ache. na bujhe blame korben na pls",172,0
Bhalo..tik moto delivery peyechi,32,1
Seller er use kora language rudd. No professionalism.,53,0
aro ekbar nilam khubi vlo delivery o fast chilo,47,1
"3ta niyechilam 1ta fete gece 😭😭😭 seller er uchit alada alada wrap kore tarpor ekshate pack kora. baki thik ache, prod original mone hocche. brahmonbaria er delivery man gulo professional na, beshirbhag kharap. order taratari esheche bt delivery te 10 er moddhe 2 dibo shudu fast peyechi tai 🙂🙂",293,0
Nice deal in this budget. Recommended 👌,39,1
"Sound puro kharap, khush khush kore.",36,0
"Taka o gelo, shomoy o gelo. R ki chaibo?",40,0
Ei product ta ami keu kinte bolbo na.,37,0
"valo product. ami use korechi, mosha chle jay.",46,1
Jal product diye onek taka khoroch korailo.,43,0
Kono kajer na ei product. Kine vul korchi.,42,0
ai coil ami onek gulo kinesi valo ar aktu valo korrar chesta korben,67,1
onek bhalo orange color  hand gripper,37,1
"Minister one wash,Minister/waltoner product.colour gurd r ektu barate hobe.",75,1
"Onek valo,  2028 saal porjonto meyad ache.  nite paren chaile..",63,1
Shudhu shudhu internet package nosto korlam ei product ta khojar jonno.,71,0
to well . amr kase prize onuzayi onk valo lagse,47,1
"Happy with delivery system, parcel received within 3 days ♥️♥️",62,1
alhamdulillah onek balo product,31,1
Daraz ekhon r ageer moto nai.,29,0
return policy boro complicated!! 5 step process. exhausting,59,0
instant noodles onek tasty!! college student er jonno perfect 🍜,63,1
Delivery boy rude ar help kore nai.,35,0
"valoi, sound quality motamuti.",30,1
ageu onk golu niyci abr nilam dam onujai valo.abr offer price 75 tk niyci.,74,1
faltu product.. original na..copy diyese,40,0
Alhamdulillah sob thik thak peyechi,35,1
valo chilo onek apnara nite paren sobai,39,1
365 days warrenty card konta?sathe to paini,43,0
Daraz ekhon amar blacklist e. Bye.,34,0
"Waterproof boleche, ek fota pani tei sesh.",42,0
ek kothay osadharon.,20,1
"the rider behavior is the worst,uni amke bolechen j 5 tolai jete parben na lift nai tau, niche jeye parle nite naile order cancel kore dbe.pore dhomok deyate uthe dise and bole apu cycle er jonne ashi nai dite,esb rider rakhen kno apnara",237,0
"ossame,, koakbar nici,, tobe aste aste dam baracce",50,0
3rd time nilam.,15,1
alhamdulillah jemon dekhechi temon paichi thx daraz ke and sellar ke apnaraw caile nite paren,93,1
not use able play the go way ace ki ki apps,43,0
onek Valo product jemon Chechi temon ai peyechi,47,1
"Good product, I am happy to buy this speaker. Thank to daraz",60,1
"good product, as good as rin or other products.",47,1
Ami Daraz app uninstall kore dicchi.,36,0
alhamdulillah best quality.,27,1
dekhe valoi mone hocche ekhon use kore dekhi kemon,50,1
"Thanks Daraz, amar din ta purai spoil korar jonno.",50,1
They sold me a refurbished product as new.,42,0
"Daraz CS shudhu 'sorry' bole, action nai.",41,0
vi product akdom baga spring kag kora na,40,0
"Recommended 

4 star bcz of the color, I ordered the black one though : )",73,1
vlo nh,6,0
Ekhon theke Daraz er badle onno platform e dekhbo.,50,0
gayer rate dewa 250 taka mane half dam a Peye gechi.qualiti Valo ekhono thik vabe use kori nai korle bujhte parbo.overall good.Recomended,137,1
vlo cilo,8,1
Onek Balo Prdakt . Delivery man o onek Balo.,44,1
onek valo products. besi pelam na.thanks daraz.,47,1
mirror frame broken corner e ashlo. fragile item better pack kora ucit,70,0
Colour started fading from day 1.,33,0
shob thik silo ei bristite bhije jei bhai delivery diye gese unak onk dhonnobad 💙,81,1
god prodak,10,1
"Absolutely amazing experience. Everything was smooth, professional, and beyond expectations. Highly recommended.",112,1
"daam onujayi besh valoi. onek product er shathe niyechi, courier service lagey ni tai ami sashroy hoyechi.",106,1
balo,4,1
dry fruits fresh peyechi!! quantity o correct. value for money 💪,64,1
ekdam baje product.,19,0
"oder thke ordr krbn na..
",25,0
original product mone hoy,25,1
Alhamdullillah khub valo product..samne aro. onnnekk kichu neya hobe inshaAllah🤲🤲,81,1
Amar matha gorom. Daraz keno erokom?,36,0
"Hotash, hotash ar hotash! R kichu bolar nai.",44,0
shob sesh..,11,0
prod gulo thik chilo bt pkg ekdom baje r chhera!! daraz pickup point theke nite giye dekhi duty wala scotch tape diye pechiye diyeche. care zero,144,0
"Wrong color, wrong size pathiyeche.",35,0
"masha allah khub valo, karo lagle nite paren.",45,1
eke bare faltu ami dui ta nichi dui tay ei rkom fata......,58,0
vul tiem pathano hyce,21,0
Husband er jonno order diyechi. Asha kori valo hobe,51,1
Ami erom ekta product jibone dekhi nai. Ato kharap quality.,59,0
blush color beautiful!! pigmentation boro boro. daraz best deal,63,1
"product description te likhche waterproof, water e diye dekhisi leaking. fraud",78,0
thank you sir.ato sundor akta review deor jonno,47,1
"Delivery was super fast, product o naybe valo. Just ektu concerned, expire date er last digit bujha jay, na Hoyto scratch. but otherwise satisfied",146,1
erokom experience prothom!! khub baje packaging!! shudu kagar carton e kon mote dhokano chilo. 4ta order er modhye 2tar packet fata!! onek powder pore gece 😡,157,0
Ek kothay osadharon sobai nita paran.Packaging onk valo silo 4 din use korar por review dissi,93,1
khubi valo,10,1
"Product size choto, chobite onek boro dekhechilam.",50,0
dhowa hoi onk,13,0
Light ekhonoi fuse hoye geche. Just 2 din use korlam.,53,0
headphone ta pore 1 week e nosto hoye gelo. total lokchan,57,0
good...bt black order krsilam dise red...and kg jinish ta kmne use kre bujtesi nh,81,0
product hate peyechi..dekhe to valoi mone hocche..bebohar kore dekhi kemon moyla uthe..,87,0
"packaging was good,product dekhe o satisfied",44,1
honey ta fake mone hocce. texture r consistency sothik na,57,0
"left side er sound kom lagtese, but very poor their custor service chat and service.",84,0
coffee ta onek tasty!! aroma o boro boro. morning perfect 🌅,59,1
"dukkhito, shontushto hote parlam na. babohaar korar agei prottek bundle e 2 ta kore coil kom ache.",98,0
"faltu prod!! headphone er sathe kono charger nai. quality o faltu, durable na. charge 1 ghontao tikhe na!! prothombar daraz theke eto bochor pore dhoka khaisi. seller er uchit shototar shthe kaj kora",199,0
1 ta nosto,10,0
"Delivery charge o gelo, product o gelo.",39,0
199 tk  product 79 tk pelam offer  paice,40,1
"Product ta puro bekar, kono kajer na.",37,0
Good product according to the price,35,1
"jemon dekhechi shem paichi, onek valo.",38,1
 meyad er date ta bujai jacchilo na,35,0
"Daraz, tomar game up koro.",26,1
onnnk vlo akta product,22,1
"ei light ta onek valo, onek sundor hoyeche, amar babura onek khushi hoyeche.",76,1
Its good the sound quality is incredible,40,1
"authentic product..
sobai nite paren",36,1
Ami ai product  ta akhono delivery Pai ni. delivery man ka k delivery diache Ami jani na.,89,0
products ta valoi..valo price ei paichi..chaile nite paren sobai,64,1
"nokol product 
avabe cholte thakle daraz ar opor astha Uthe jabe",64,0
good product according to price... andgoid smell,48,1
vuja discount egula. mrp gaye dewa ache 70/- mane 140 taka daam ar tara 309/- taka daam dekhiye 60-70% discount dekhacche. eta protorana chara ar kichu na. vuja,160,0
daam hisabe valoi. chaile nite paren.,37,1
gift er jonno valo.,19,1
valo products.  chaile nite paren sobai,39,1
"delivery man was very helpful. Amr basa 4 tolay, ami amr baby ke niye eka chilm. baby ghume chilo, niche jete parchilm na, ar basay gateman o nai. ami niche bag fele dichilm, delivery man vaia amr parcel bag a bedhe upore tule diche...Thanks to him",248,1
Not bad..offer a 74 tk te 1 kg..duita niye nisi tai..er ageo use korsi..,72,1
khub baje. mukh and cok jole. jader basai bacca ace tara niyen na.,66,0
"false marketing and product not similar, not adjustable, cheap quality, may break",81,0
"powder er scent sundor bt quality rin/fast wash theke kichuta lower!! tao kharap na nite paren. order korar porer din delivery peyechi, that part valo",150,0
"eta baje!! charge thake na, nosto maal 😤",40,0
mosha bon bon kore.,19,0
Daraz er customer support shudhu 'sorry'.,41,0
valoi,5,1
"sound quality Normal,  R connet hote aktu time ney",50,0
"minister one wash 5kg order korechi advance payment diye. kintu diyeche 4kg!! protarona koreche. sabodhon!! customer order delivery deowar age verify kora dorkar. daraz er maan kkhunn hocche. sabodhon hoa uchit bt rider friendly, valo byabohar 👍",245,0
Ei product er moto faltu product ar hoy na.,43,0
Ekta button kaj kore na. Mane ki er?,36,0
I didn’t get the headphone as like as I ordered,47,0
"koekta por por speaker e ekta noise ashe, onek birakt kore!! quality motamuti, wire ektu boro hoile valo hoto",109,0
mask ta use korar 30 min por face tight feel hocce. love the result,67,1
Ai box ta onek valo ar sound ta sei🥰,36,1
product ta onek Valo😽 . eta use Kore Ami satisfied 🐣 r eta amr billu DER o  Valo lagse 😺😺,89,1
"product quality daam hisebe onek valo. delivery shomoy o kom, matro 2 dine hatey peyechi. packaging chilo osadharon.",116,1
"Khub dukhkhajanak, amar Daraz experience.",41,0
Coler Jeta Chise Eta dei Ne.Pure Black Chaise Eta dose,54,0
"1ta eartip nei + charging cord o deyni!! 🤬🤬 moteo recommend korbo na, khub baje",79,0
prod quality motamuti valo bt pkg eto baje keno!! onek prod powder pore gece bottle venge!! eto faltu pkg korle byabsha na korai valo. manush thokano dhandha 😡,159,0
"this product still I don't open but the delivery charge of the product is high,I am highly request the management for reducing delivery charge.",143,0
Ami Daraz ke dislike kori. Kono quality nai.,44,0
valo kaj kore.....................fana o besh valo clean o hoi valo.,68,1
"It's come to me with good packaging, i like it. bow after charging i will use it and see is that as better as look.",115,1
smartwatch ta dekhte sundor kintu steps count korey na sothik. inaccurate,73,0
ekebore baje!! 0/10 😡,21,0
bhai phone ta 1st din e hang korlo!! restart korleo thik hoy na. total bekar product,84,0
er age kkhno aita use korini but product dekhe valoi mone hocche...akhn use kore decide korte hobe next time abr naoa jabe kina...,130,1
reasonable price ei pelam.date er meyad 28 sal porjnto. thanks seller ke original product Taratari pathanor jonno,113,1
today i received the product nd yeah It's good at first sight,61,1
quality not good. not recomended.,33,0
it's really good appreciate,27,1
"Camera focus hoy na, shob blur photo.",37,0
genuine product diyece. box seal boro boro. trust korte parben seller k,71,1
Half kaj kore product ta. Kono use nai.,39,0
"valoi lagche babohaar kore, dhowa khuboi kom.",45,1
daam onujayi khuboi valo product.,33,1
alhamdulillah 1 diner moddhe delivery pailam seller ke tnx,58,0
"egulo dui packet bazaare 90 takaay kinte pawa jay, ekhane khorse 102 taka😭",74,0
batpar konokhan!! date over hoye gece tai kete diyeche!! batpar ei gulo 😡,73,0
"product ti Valo
thanks saller",29,1
"pronon ta duplicate poreche. box er niche luhar pellet chilo, ojon baranor jonno.",81,0
same as picture deo hoise btw thank you sir.ato sundor akta review deor jonno,77,1
Received in good condition product i think It's also work good.,63,1
nice products and very soft.,28,1
average need update  quality of product,39,0
"dhonnobad seller ke, jodio onek din por review dilam.",53,1
detergent ta vlo apnarao nite paren packaging o vlo chilo taratari peyechi haate use korar por review dilam.,108,1
masallha kahb kajar akta porodat,32,1
cleans well but keeps residue. not suitable for machine use,59,0
Ei taka diye onno kichu kinle bhalo hoto.,41,0
good product regular use kori smoke nei,39,1
Product ta purono. Dust pore ache. Used item.,45,0
Thanks Daraz for ruining my day.,32,1
"Amar taka ferot chai, joto shiggro shombhob.",44,0
daraz nirash krlo,17,0
"faltu prod!! sound quality ekebore baje, copy prod dhoriaye diyeche 😡",69,0
Daraz has lost a customer for good.,35,0
I'm literally birokto with Daraz.,33,0
onno jaga akhane dam kom r khub soft,36,1
assalamu alaikum bhai Ami jamon pic ey dece thamone paice alhamdulillah onk vlo airport tah and onk posndo hoyca airport sound quality onk vlo Jak vlo paice😊🤎✨,159,1
shelf assembly instruction boro confusing. 2 hrs lage assemble korte,68,0
"Nomber one piece and product ❤️❤️❤️
I love to muchs 😊😊",54,1
"prothome i bolchi maal valo, kintu ek kaaner sound beshi aarekk kaaner sound kom. seller er shathe jogajog korar pore o kono shomadhan dei nai.",143,0
purai duplicate prod!! daraz er uchit ei seller k delist kore deoa. faltu 😡,75,0
Alhamdulillah valo.. Date O Ache..,34,1
pages kub vlo chilo & product tao vlo.  je keo chile nite paren,63,1
onek vlo ekta product apnara chaile nite paren👍,47,1
ONEK VALO ABON ONEK TARATARI DISE,33,1
"faltu jinis!! 1ta baje, arekta kaj kore na 😡",44,0
Return policy ta pura maze.,27,0
"eto valo nah, mosha morena.",27,0
daraz voucher apply hoy nai!! cart e add korlam but discount ashe nai,69,0
"Product hat theke pore gelo, bhenge gelo. Fragile.",50,0
dam hisebe khub valo kaj kore onek bubble hoy.packaging valo chilo.,67,1
thanks for daraz and Sellar men khubi valo product /,52,1
onk vari ..bohon kora kothin,28,0
Thanks a lot Star Ship for there So Good product.,49,1
"Product ta motamuti valo chilo, use kore review dibo",52,1
gondh ta ektu kharap holeo washing machine er jonno thik ache,61,0
product hisebe valo ache kintu charge hote onek shomoy lage ebong charge beshi khon teke na.,92,0
Size chart bhul. Kothao fit hoy na. Return kora o jhamela.,58,0
Ei product ta kono kaje lagbe na.,33,0
thikthak chilo r onek kom price e offer e peyechi thanks seller k,65,1
"Hotash, hotash, hotash! R kichu bolar nai.",42,0
podak ta  khubi Valo,20,1
"11.11 te 60 tky peyechi, product o fresh produced.",50,1
"alhamdulillah All good. 
thanks to the seller and Daraz.",56,1
thank you sir.ato sundor akta review deor jonno,47,1
this product is received at broken status. please arrange a replacement. thanks.,80,0
"khub ekta valo na, motamuti.",28,0
review a dekun ja ase tai disi btw thanks for the feedback,58,1
"jamon ta cheyesilam temoni, product ti vlo. onek useful.",56,1
jemonti cheyechilam temonTii peyechi. 100% Recommended. chaile apnarao nite paren🥰,82,1
"osombhob valo gulop gulo. shotti khub valo, 9 ghonta ei group gulo protect kore. nihsondehe nite paren sabai.",109,1
order 3 pcs. Extremely good. Sei.... motion view rocks,54,1
normal detergent er moto. dam hisabe valo bola jai,50,0
Best quality.thank you,22,1
"Ei product bekar, taka nosto.",29,1
ekdam baje.,11,0
Daraz er name kharap hocche ei shob jinisher jonno.,51,0
Thank you Daraz for this horrible experience.,45,0
Daraz er man kme jcche,22,0
Ami toh money back guarantee o pabo na.,39,0
"packaging valo chilo na!! khubi baje pkg, normal polly 1ta te diyechilo, prod fete vitore ja chilo shob bere gece 😤",115,0
Ekdom bekar. Ami shokto bhabe recommend kori na.,48,0
"packaging khubi kharap chilo!! pkg chhera chilo. prod valoei ache bt pkg baje + delivery location thik jaygay dey nai, onno jaygay giye ante hoiche 😒",149,0
khankir basha faltu jinis dice,30,0
packet chira chilo.chira packet scotch tape diye lagiye dise.  use korlam.valoi laglo.price onk kom.,100,0
fabric quality khub valo!! stitching tao neat. satisfied customer,65,1
"good 
.not bad.. avarage quality.....",37,1
dam hisebe khub e valo detergent. onk valo fena hoy smell ta o valo.use kore review dichsi.,91,1
Size match kore na. Khub tight / khub loose.,44,0
aita vitore dola pakano  akto motamoti chole dame onojai valo,61,0
Daraz tader customer haracche,29,0
"Wrong color, and also not so good quality.",42,0
Kine eto regret. Ki j hobe!,27,0
Daraz review system transparent na. Shob paid.,46,0
Ei product ta kenar cheye na kine thaka better chilo.,53,0
"good product,my son loves it",28,1
baby der teeth er jonno khub e important products,49,1
But people need to know the truth.,34,0
ordered last month still pending... customer care o response dey na. disgusting service,87,0
3 maser bacchar jonno aktu boro..valo nahhhhhh,46,0
"discount price washing powdergula nilam,,aibar use kore valo lagle,,aro koyekta order korbo..",93,1
Amar mone hoy seller ra puro jal product beche.,47,0
Warranty card e kichu nai. Ki trust korbo?,42,0
same payase jemon ta Chaya selam temon tai paya se rider onek valo,66,1
alhamdulillah original product payeci..... sounds quality change backup khubi e valo,84,1
onek useful nite paren,22,1
"babohaar er age review ditechi, pore update korbo. 1st time ei company r product kinlam. age rondhonu use kortam. khub sundor safe packaging✅ packet e daam likha 70tk, kinechi 55 takar kachakachi. poryapto meyaad ache, notun product✅ delivery khub khub khuuboi druto pelam.",273,1
Camera quality shobcheye kharap. Pixel fatar!,45,0
keyboard ta pai ni,18,0
Vary Good product.. Good product in low price.. Thank You saler.,64,1
"bhai keu kinben na!! faltu jinis, cholena, charge neyna, on o hoy na 🚫",70,0
"sob thik cilo, Masallah",23,1
Alhamdulillah vlo service price onujaiye,40,1
amr hotasha chad er opor,24,0
packaging ekdom pro level!! item o perfect condition e peyechi. thnx seller,75,1
Daraz er uchit ei seller ke ban kora.,37,0
